Descrição,Preço,Estrelas,TotalReviews,Url
Smartphone Xiaomi Poco X3 64 GB Shadow Gray 6GB RAM,"R$ 1.522,95","4,7 de 5 estrelas",676,https://www.amazon.com.br/Smartphone-Xiaomi-Poco-X3-Shadow/dp/B08HCNKVP1/ref=sr_1_93?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-93&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Celular Xiaomi Redmi 9 64GB/4GB Dual Chip - Ocean Green,"R$ 1.169,89","4,7 de 5 estrelas",2.817,https://www.amazon.com.br/Celular-Xiaomi-Redmi-64GB-Dual/dp/B08B3VCF9G/ref=sr_1_94?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-94&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 8 64GB Versão Global Desbloqueado Preto,"R$ 1.179,00","4,8 de 5 estrelas",1.443,https://www.amazon.com.br/Smartphone-Xiaomi-Vers%C3%A3o-Global-Desbloqueado/dp/B07Z9P7TPQ/ref=sr_1_95?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-95&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone LG K22+ , 3GB Memória, 64GB armazenamento, Dual Chip Android 10 Tela 6.2"" Quad Core 4G Câmera 13MP+2MP - Red","R$ 1.059,00","4,3 de 5 estrelas",396,https://www.amazon.com.br/Smartphone-LG-Mem%C3%B3ria-armazenamento-Android/dp/B08DRMPWB5/ref=sr_1_96?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-96&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Poco M3 Pro 5g 6GB 128gb Global Power Black - Preto,"R$ 1.658,00","4,4 de 5 estrelas",14,https://www.amazon.com.br/Smartphone-Xiaomi-M3-Pro-Global/dp/B097CLJMLD/ref=sr_1_97?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-97&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
CEL XIAOMI REDMI 9C DUAL 64GB BLUE,"R$ 999,00","4,6 de 5 estrelas",296,https://www.amazon.com.br/XIAOMI-REDMI-9C-DUAL-64GB/dp/B08FCF43S2/ref=sr_1_98?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-98&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Positivo Twist 4 Fit S509N 32GB Dual Chip 5"" - Preto","R$ 422,00","4,3 de 5 estrelas",25,https://www.amazon.com.br/Smartphone-Positivo-Twist-S509N-32GB/dp/B08Z3DCG1R/ref=sr_1_99?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-99&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Samsung Galaxy A12 Vermelho 64GB, Tela Infinita de 6.5"", Câmera Quádrupla, Bateria 5000mAh, 4GB RAM e Processador Octa-Core","R$ 1.149,00","4,7 de 5 estrelas",23,https://www.amazon.com.br/Smartphone-Vermelho-Qu%C3%A1drupla-Processador-Octa-Core/dp/B08XY9GGTF/ref=sr_1_100?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-100&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Samsung Galaxy A02 32GB 13MP 6.5 Quad Core Preto,"R$ 886,38","4,6 de 5 estrelas",13,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-32GB-Preto/dp/B092KRCFK9/ref=sr_1_101?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-101&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Poco F3 256gb 8gb RAM – Night Black - Preto,"R$ 2.770,00","4,6 de 5 estrelas",30,https://www.amazon.com.br/Smartphone-Poco-256gb-8gb-RAM/dp/B091BSTQM8/ref=sr_1_102?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-102&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Celular Motorola Moto E7 Cinza Metálico 64gb Tela 6.5"" 4gb Ram Camera 48mp 2mp","R$ 999,00","4,7 de 5 estrelas",62,https://www.amazon.com.br/Celular-Motorola-Moto-E7-Met%C3%A1lico/dp/B08WJP1QJ7/ref=sr_1_103?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-103&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Multilaser G Pro 2 32GB + 2GB RAM 4G Tela 6,5 Câmera Tripla + 8 MP para selfies Processador Octa Core Preto - P9125","R$ 675,00","4,8 de 5 estrelas",10,https://www.amazon.com.br/SMARTPHONE-P9125-32GB-TELA-PRETO/dp/B08Z4GF56G/ref=sr_1_104?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-104&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Suporte de Mesa para Celular Ajustável, Articulável 120°, Suporte para celular de alumínio com base antiderrapante e porta de carregamento conveniente, Casa, Escritório, Home Office, Tablet ou Smartphone (iPhone, Samsung). - Preto","R$ 59,90",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A01216641IB9VAVQK1UD6&url=%2FArticul%25C3%25A1vel-antiderrapante-carregamento-conveniente-Escrit%25C3%25B3rio%2Fdp%2FB09BDDZYQM%2Fref%3Dsr_1_105_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-105-spons%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_btf
"Microfone, EY-610A celular smartphone mini microfone omnidirecional portátil para gravação","R$ 63,29",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A01935632IRD1Y25397D4&url=%2FMicrofone-smartphone-microfone-omnidirecional-port%25C3%25A1til%2Fdp%2FB09BZ9J9MG%2Fref%3Dsr_1_106_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-106-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_btf
"Miaoqian Mini microfone com plugue TRRS de 3,5 mm para smartphone celular","R$ 58,93",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0992567FPUMW9LG55XQ&url=%2FMiaoqian-microfone-plugue-smartphone-celular%2Fdp%2FB09BZ6XF3X%2Fref%3Dsr_1_107_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-107-spons%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_btf
"Miaoqian Mini microfone com plugue TRRS de 3,5 mm para smartphone celular","R$ 73,37",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A09925112U8YW04JE6TOG&url=%2FMiaoqian-microfone-plugue-smartphone-celular%2Fdp%2FB09BZ9T5Z6%2Fref%3Dsr_1_108_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-108-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_btf
Domary Suporte de montagem de tripé de rotação de 360 ​​graus portátil Suporte de suporte para telefone celular Adaptador de suporte de montagem de clipe Suporte de braçadeira universal para smartphon,"R$ 66,87",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A05116021QG6ZRAVB4Q7Y&url=%2FDomary-Adaptador-bra%25C3%25A7adeira-universal-smartphon%2Fdp%2FB09FRWBYCZ%2Fref%3Dsr_1_97_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878154%26sr%3D8-97-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878154&id=6110787895143318&widgetName=sp_atf_next
Note10 + Smartphone 5 polegadas Tela Digital Display 512M + 4G Smartphone Quad-Core Multifuncional Dual Card Dual Standby,"R$ 288,23",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0396379P2W23WW59VY8&url=%2FSmartphone-polegadas-Digital-Quad-Core-Multifuncional%2Fdp%2FB09HKT33FT%2Fref%3Dsr_1_98_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878154%26sr%3D8-98-spons%26ufe%3Dapp_do%253Aamzn1.fos.4bddec23-2dcf-4403-8597-e1a02442043d%26psc%3D1&qualifier=1633878154&id=6110787895143318&widgetName=sp_atf_next
Note10 + Smartphone 5 polegadas Tela Digital Display 512M + 4G Smartphone Quad-Core Multifuncional Dual Card Dual Standby,"R$ 287,75",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03956431D4KKYSN4NF1H&url=%2FSmartphone-polegadas-Digital-Quad-Core-Multifuncional%2Fdp%2FB09HKTZL2F%2Fref%3Dsr_1_99_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878154%26sr%3D8-99-spons%26ufe%3Dapp_do%253Aamzn1.fos.4bddec23-2dcf-4403-8597-e1a02442043d%26psc%3D1&qualifier=1633878154&id=6110787895143318&widgetName=sp_atf_next
"Reno4 Pro Smartphone 5,8""Smartphone 512M + 4G 3D Vidro Folheado Tampa Traseira Câmera Traseira de Alta Definição","R$ 325,69",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03948073RSY1RX9V4BXV&url=%2FSmartphone-Folheado-Traseira-C%25C3%25A2mera-Defini%25C3%25A7%25C3%25A3o%2Fdp%2FB09HKLWWS7%2Fref%3Dsr_1_100_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878154%26sr%3D8-100-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1633878154&id=6110787895143318&widgetName=sp_atf_next
Smartphone Xiaomi Redmi 9 Dual SIM 64GB 6.53” - Global Version - Carbon Grey,"R$ 1.202,50","3,7 de 5 estrelas",4,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Dual-64GB/dp/B08L85XD4M/ref=sr_1_101?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-101&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi Note 10S 128gb 6gb RAM,"R$ 1.653,00","4,5 de 5 estrelas",658,https://www.amazon.com.br/Xiaomi-Redmi-Note-10S-128gb/dp/B093FJZYZ5/ref=sr_1_102?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-102&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Celular Xiaomi Redmi 9 Versão Global 64gb / 4gb Ram/Tela 6.53"" - Cinza","R$ 1.159,00","4,8 de 5 estrelas",5.472,https://www.amazon.com.br/Celular-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B089WCSTLY/ref=sr_1_103?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-103&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Xiaomi Redmi Note 10 5G Tela 6,5” 4GB/128GB Azul","R$ 1.699,99","5,0 de 5 estrelas",2,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-128GB/dp/B09827NLY6/ref=sr_1_104?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-104&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 9 Dual Chip 64gb (midnight Grey) Cinza,"R$ 1.199,99","4,1 de 5 estrelas",197,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-midnight-Cinza/dp/B08BF62MWF/ref=sr_1_107?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-107&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
SMARTPHONE TCL 5033E L5 PRETO OPEN,"R$ 479,00","1,0 de 5 estrelas",1,https://www.amazon.com.br/Smartphone-Preto-5033e-Tela-16gb/dp/B08QZQFY6S/ref=sr_1_108?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-108&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Samsung Galaxy A21s, 64GB - Azul","R$ 1.499,99","4,8 de 5 estrelas",73,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-A21s-64GB/dp/B089RR5QT1/ref=sr_1_109?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-109&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Xiaomi Redmi Note 9 Pro Verde 128GB, Tela de 6.67"", 6GB de RAM, Câmera Traseira Quádrupla, Android 10 e Processador Qualcomm Octa-Core","R$ 1.800,00","4,7 de 5 estrelas",1.766,https://www.amazon.com.br/Smartphone-Xiaomi-Qu%C3%A1drupla-Processador-Octa-Core/dp/B0897Y6KNY/ref=sr_1_110?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-110&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Positivo Twist 4G S509 32GB Dual Chip 5"" - Vermelho","R$ 589,00","2,6 de 5 estrelas",3,https://www.amazon.com.br/Smartphone-Positivo-Twist-4G-S509/dp/B08Z35F886/ref=sr_1_111?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-111&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 9 64GB - Verde (Verde),"R$ 1.150,00","4,6 de 5 estrelas",11,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-64GB/dp/B08G1Y2KG4/ref=sr_1_112?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-112&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Celular Smartphone Xiaomi Redmi 9i 64GB Rom 4GB RAM Azul,"R$ 959,90","4,4 de 5 estrelas",12,https://www.amazon.com.br/Celular-Smartphone-Xiaomi-Redmi-64GB/dp/B08XN7JJGZ/ref=sr_1_113?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-113&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Mi 11 Lite 128gb 8GB RAM - Peach Pink,"R$ 2.547,70","4,8 de 5 estrelas",20,https://www.amazon.com.br/Smartphone-Mi-Lite-128gb-8GB/dp/B0977NX29L/ref=sr_1_114?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-114&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Poco X3-64Gb - 6Gb - 64Mpx - Shadow Gray,"R$ 1.539,90","4,8 de 5 estrelas",2.393,https://www.amazon.com.br/Smartphone-Poco-X3-64GB-64MP-Shadow/dp/B08H5J2JWH/ref=sr_1_115?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-115&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Positivo Twist 2 Mini S431 8GB Dual Chip 4” - Dourado,"R$ 360,00","3,6 de 5 estrelas",7,https://www.amazon.com.br/Smartphone-Desbloqueado-Positivo-11131994-Dourado/dp/B07F5Z2SG5/ref=sr_1_116?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-116&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Domary Pulseira inteligente Q1 de 1,14 polegadas tela colorida pulseira de esportes Smartband BT 4.0 Fitness Tracker IP67 pulseira inteligente à prova d'água para smartphones IOS/Android","R$ 114,50",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A09682152RVD7EXNDV13I&url=%2FDomary-inteligente-polegadas-Smartband-smartphones%2Fdp%2FB09HJFS81X%2Fref%3Dsr_1_117_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878154%26sr%3D8-117-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1633878154&id=6110787895143318&widgetName=sp_mtf
"Microfone, EY-610A celular smartphone mini microfone omnidirecional portátil para gravação","R$ 60,00",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A019347522J3EPCY0ZHZM&url=%2FMicrofone-smartphone-microfone-omnidirecional-port%25C3%25A1til%2Fdp%2FB09BZ9FVK1%2Fref%3Dsr_1_118_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878154%26sr%3D8-118-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878154&id=6110787895143318&widgetName=sp_mtf
Película De Vidro Temperado Para Asus Zenfone Max Shot Zb634kl Tela 6.2 Polegadas Proteção Blindada Anti Impacto Top Premium - Danet,"R$ 24,98","4,2 de 5 estrelas",255,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0038491340PWW5D81SLY&url=%2FPel%25C3%25ADcula-Temperado-Polegadas-Prote%25C3%25A7%25C3%25A3o-Blindada%2Fdp%2FB07QFYG49P%2Fref%3Dsr_1_119_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878154%26sr%3D8-119-spons%26psc%3D1&qualifier=1633878154&id=6110787895143318&widgetName=sp_mtf
Película De Privacidade Vidro Temperado Para Xiaomi Redmi Note 8 Pro Tela 6.53 Polegadas Proteção Anti Impacto E Curioso Top Spy Premium 3d- Danet,"R$ 39,99","4,2 de 5 estrelas",17,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A00461122T0XOV2E5V0FV&url=%2FPel%25C3%25ADcula-Privacidade-Temperado-Polegadas-Danet%2Fdp%2FB0829CP828%2Fref%3Dsr_1_120_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878154%26sr%3D8-120-spons%26psc%3D1&qualifier=1633878154&id=6110787895143318&widgetName=sp_mtf
Smartphone Multilaser G Max 4G 32GB Tela 6.0 Pol. Octa Core Android 9.0 GO Preto - P9107,"R$ 538,00","3,7 de 5 estrelas",32,https://www.amazon.com.br/Smartphone-Multilaser-32GB-Android-Preto/dp/B084KPJKWF/ref=sr_1_121?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-121&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Multilaser G Max 4G 32GB Tela 6.0 Pol. Octa Core Android 9.0 GO Dourado - P9108,"R$ 872,39","4,1 de 5 estrelas",27,https://www.amazon.com.br/Smartphone-Multilaser-32GB-Android-Dourado/dp/B084KNCVBG/ref=sr_1_122?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-122&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Pro, Multilaser, Preto","R$ 898,08","3,8 de 5 estrelas",7,https://www.amazon.com.br/Multilaser-P9097-Smartphone-Pro-Preto/dp/B07XBCLPG6/ref=sr_1_123?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-123&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"realme Narzo 30 5G Smartphone 6.5"", 90Hz Ultra Display, 5000mAh, 18W Quick Charge, Dimensity 700 5G, Câmera 48MP com Nightscape Mode, Dual SIM, 4GB + 128GB (prata)","R$ 1.490,00","5,0 de 5 estrelas",2,https://www.amazon.com.br/realme-Smartphone-Display-Dimensity-Nightscape/dp/B097BV4RB4/ref=sr_1_124?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-124&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Cinza,"R$ 1.229,00","4,8 de 5 estrelas",270,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-Camera/dp/B07Z58KCH2/ref=sr_1_125?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-125&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi 9T 4GB + 128GB LTE Versão Global (Twilight Blue),"R$ 1.419,00","4,7 de 5 estrelas",325,https://www.amazon.com.br/Xiaomi-Redmi-Vers%C3%A3o-Global-Twilight/dp/B08SQMTCQP/ref=sr_1_126?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-126&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Celular Xiaomi Redmi 9 Versão Global 64gb / 4gb Ram/Tela 6.53"" - Sunset Purple","R$ 1.129,88","4,7 de 5 estrelas",3.578,https://www.amazon.com.br/Celular-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B089WC6HCK/ref=sr_1_128?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-128&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Realme 7 Dual Sim LTE 6.5"" 8GB/128GB Branco Névoa RMX2151","R$ 1.649,00","4,7 de 5 estrelas",74,https://www.amazon.com.br/Smartphone-Realme-128GB-Branco-RMX2151/dp/B08CD3KC4J/ref=sr_1_129?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-129&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 9S Dual Chip 128GB 4GB (Glacier White) Branco,"R$ 2.550,00","4,4 de 5 estrelas",22,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Glacier-Branco/dp/B08NWGXBQH/ref=sr_1_130?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-130&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Samsung Galaxy A32 128GB 6.4 Octa Core Branco,"R$ 1.709,40","4,5 de 5 estrelas",4,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-128GB-Branco/dp/B0937LRK65/ref=sr_1_131?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-131&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Celular Xiaomi Mi 10T 128GB 6GB Ram 5G Dual Sim Tela 6,67"" Câmeras 64MP+13MP+5MP e 20MP - Black","R$ 3.038,00","4,8 de 5 estrelas",1.086,https://www.amazon.com.br/Celular-Xiaomi-128GB-Dual-C%C3%A2meras/dp/B08HJHP6Y6/ref=sr_1_132?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878154&sr=8-132&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
