Descrição;Preço;Estrelas;TotalReviews;Url
Mochila Para Notebook Executiva Preta Gd 4Bolsos - Unidade, Yins, Ys28048, Preta;R$ 98,89;4,7 de 5 estrelas;218;https://www.amazon.com.br/Mochila-Notebook-Executiva-Preta-4Bolsos/dp/B07NS1BPFM/ref=sr_1_384?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042139&s=electronics&sr=1-384&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
"Chromebook Lenovo 100E, Intel Celeron, 4GB RAM, 32GB HD eMMC, Chrome OSD, 11,6"", Preto";R$ 1.944,90;;;https://www.amazon.com.br/Chromebook-Lenovo-Intel-Celeron-Chrome/dp/B093LSWGRK/ref=sr_1_385?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042139&s=electronics&sr=1-385&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Suporte para Notebook até 17"" com Cooler Goldentec";R$ 99,90;5,0 de 5 estrelas;1;https://www.amazon.com.br/Suporte-Notebook-Goldentec-SNG17-Cooler/dp/B07FTSHXD1/ref=sr_1_386?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042139&s=electronics&sr=1-386&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
Impressora multifuncional HP DeskJet Ink Advantage 2774 com Wi-Fi;R$ 395,91;4,6 de 5 estrelas;1.824;https://www.amazon.com.br/Impressora-multifuncional-HP-Advantage-2774/dp/B08T2YZ9MH/ref=sr_1_387?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042139&s=electronics&sr=1-387&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Chromebook Plus Samsung Touchscreen, Intel Celeron 3965Y, 4GB, 32GB, Chrome OS, Tela de 12.2´ - XE521QAB-AD1BR;R$ 3.499,00;4,5 de 5 estrelas;226;https://www.amazon.com.br/Chromebook-Samsung-Touchscreen-Celeron-Chrome/dp/B07L59CTYJ/ref=sr_1_388?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042139&s=electronics&sr=1-388&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Suporte para laptop, portátil, ajustável, de alumínio, com resfriamento ventilado;R$ 59,99;4,5 de 5 estrelas;213;https://www.amazon.com.br/port%C3%A1til-ajust%C3%A1vel-alum%C3%ADnio-resfriamento-ventilado/dp/B08BZFRQ7D/ref=sr_1_389?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042139&s=electronics&sr=1-389
Pasta Multilaser Para Notebook 15.6 Pol. Polegadas Preta - BO173;R$ 195,00;4,6 de 5 estrelas;94;https://www.amazon.com.br/Multilaser-Notebook-Atrio-Mochilas-Maletas/dp/B075BKFTQC/ref=sr_1_390?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042139&s=electronics&sr=1-390&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678
KKmoon 2.4G Wireless Vertical Mouse USB Ergonômico Optical Mouse High Precision ajustável 800/1200/1600 DPI 5 Botões de Substituição para Mac Laptop PC;R$ 102,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg16_1?ie=UTF8&adId=A043646426QQ9MNAJJKC2&url=%2FWireless-Ergon%25C3%25B4mico-Precision-ajust%25C3%25A1vel-Substitui%25C3%25A7%25C3%25A3o%2Fdp%2FB08L5BJXWW%2Fref%3Dsr_1_391_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042139%26s%3Delectronics%26sr%3D1-391-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634042139&id=4362922751394939&widgetName=sp_btf
KKmoon 2.4G Wireless Vertical Mouse Canhoto USB Ergonômico Ótico Mouse Canhoto Alta Precisão Ajustável 800/1200/1600 DPI 5 Botões de Substituição para Mac Laptop PC;R$ 106,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg16_1?ie=UTF8&adId=A04363082OZ5DV5ZZVTPV&url=%2FWireless-Vertical-Ergon%25C3%25B4mico-Ajust%25C3%25A1vel-Substitui%25C3%25A7%25C3%25A3o%2Fdp%2FB08L5BXW2Q%2Fref%3Dsr_1_392_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042139%26s%3Delectronics%26sr%3D1-392-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634042139&id=4362922751394939&widgetName=sp_btf
KKmoon HXSJ J900 Mouse para jogos USB com fio RGB Mouse para jogos com seis DPI ajustável Design ergonômico para laptop de mesa preto;R$ 103,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg16_1?ie=UTF8&adId=A04347363DJ17PAXEZ5EX&url=%2FKKmoon-ajust%25C3%25A1vel-Design-ergon%25C3%25B4mico-laptop%2Fdp%2FB08L591LRR%2Fref%3Dsr_1_393_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042139%26s%3Delectronics%26sr%3D1-393-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634042139&id=4362922751394939&widgetName=sp_btf
Miaoqian Monitor de computador de mesa universal Miaoqian aumenta o suporte de madeira Suporte de encaixe Substituição do suporte de exibição para iMac PC notebook laptop bambu;R$ 1.395,85;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg17_1?ie=UTF8&adId=A06740483FFOEV9UQ7Y11&url=%2FMiaoqian-computador-universal-Substitui%25C3%25A7%25C3%25A3o-exibi%25C3%25A7%25C3%25A3o%2Fdp%2FB09C8FT7F6%2Fref%3Dsr_1_385_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-385-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_atf_next
Miaoqian Refrigerador para laptop Miaoqian K24 Ventilador portátil dobrável ultrafino e ajustável USB 2 ventiladores de refrigeração para notebook;R$ 199,95;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg17_1?ie=UTF8&adId=A09169602Q3HZT8UVY947&url=%2FMiaoqian-Refrigerador-Ventilador-ventiladores-refrigera%25C3%25A7%25C3%25A3o%2Fdp%2FB09C7WH9RT%2Fref%3Dsr_1_386_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-386-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_atf_next
Miaoqian CF-1691 Ventilador de resfriamento USB Suporte de suporte para laptop Ventilador Computador notebook Resfriador de telefone Suporte de ventilador de eixo horizontal preto;R$ 400,75;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg17_1?ie=UTF8&adId=A08710411PHL3U0WTZ1GM&url=%2FMiaoqian-Ventilador-resfriamento-Computador-Resfriador%2Fdp%2FB09C7NCCP8%2Fref%3Dsr_1_387_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-387-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_atf_next
Mochila de Couro Nordweg p/notebook Nw072b Preto Italiano;R$ 1.197,69;5,0 de 5 estrelas;1;https://www.amazon.com.br/Mochila-Nordweg-notebook-Nw072b-Italiano/dp/B08J28VHVG/ref=sr_1_388?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-388&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Notebook Acer 10º Ger I7 36gb 2tb Ssd Mx250 2gb 15,6 Fhd;R$ 8.349,00;;;https://www.amazon.com.br/Notebook-Acer-10%C2%BA-36gb-Mx250/dp/B099X96PGQ/ref=sr_1_389?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-389&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Notebook Acer Aspire 5 A515-54-72ku i7 8gb 512gb Sdd 15,6';R$ 5.639,99;3,0 de 5 estrelas;2;https://www.amazon.com.br/Notebook-Acer-Aspire-A515-54-72ku-512gb/dp/B09D5MD5RB/ref=sr_1_390?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-390&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Bateria Para Notebook Dell Wdx0r 5468,7460,7560,5378,p61f,p66f001 wdx0r wdxor 39wh;R$ 529,00;;;https://www.amazon.com.br/Bateria-Notebook-Wdx0r-p66f001-wdx0r/dp/B0959L53KM/ref=sr_1_391?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-391&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
WEBCAM RAZA - PCYES FHD-02 1080P - PCYes FullHD SENSOR: CMOS para Chamadas e Gravações;R$ 231,93;4,4 de 5 estrelas;562;https://www.amazon.com.br/WEBCAM-RAZA-FHD-02-Chamadas-Grava%C3%A7%C3%B5es/dp/B08PDRKXYY/ref=sr_1_392?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-392&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b
Bateria Para Notebook Dell Inspiron 14 3421 Modelo 11.1v Mr90y;R$ 230,58;5,0 de 5 estrelas;2;https://www.amazon.com.br/Bateria-Notebook-Inspiron-Modelo-11-1v/dp/B08R7T8YPN/ref=sr_1_393?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-393&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b
Acer Mochila Dual tone Gray 15.6” Active Backpack;R$ 185,76;4,8 de 5 estrelas;156;https://www.amazon.com.br/Mochila-Acer-para-Notebook-Gray/dp/B077FVKVMM/ref=sr_1_394?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-394&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678
"Mochila para Notebook 15.6"" Cinza, HP, Mochilas, Capas e Maletas para Notebook, L8J89AA#ABL";R$ 269,90;4,7 de 5 estrelas;2.156;https://www.amazon.com.br/Mochila-Notebook-L8J89AA-HP-Mochilas/dp/B00UVXKRHW/ref=sr_1_395?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-395&ufe=app_do%3Aamzn1.fos.e05b01e0-91a7-477e-a514-15a32325a6d6
Microfone Gamer C/ Led Warrior - PH255;R$ 99,90;4,5 de 5 estrelas;303;https://www.amazon.com.br/Microfone-Gamer-Warrior-Fun%C3%A7%C3%A3o-Preto/dp/B07JGYZNJQ/ref=sr_1_396?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-396&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
Mochila Notebook Adulta Masculina Feminina (Preto);R$ 98,00;4,0 de 5 estrelas;15;https://www.amazon.com.br/Mochila-Notebook-Adulta-Masculina-Feminina/dp/B099WR68LP/ref=sr_1_397?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-397&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
"Monitor LG Ultrawide 29WL500-29"", 21:9 IPS, HDMI, HDR10, Screen Split 2.0";R$ 1.299,90;4,7 de 5 estrelas;76;https://www.amazon.com.br/Monitor-LG-Ultrawide-29WL500-29-21/dp/B099NX3P3F/ref=sr_1_398?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-398&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Suporte para Notebook em Aço Dobrável com Apoio de Caneta e Celular NR17;R$ 38,80;4,5 de 5 estrelas;84;https://www.amazon.com.br/Suporte-Notebook-Dobr%C3%A1vel-Caneta-Celular/dp/B07ZJYLWMG/ref=sr_1_399?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-399
"Houshome Bolsa de manga macia com zíper para laptop e notebook Ultrabook de 14"" e 14""";R$ 84,37;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg17_1?ie=UTF8&adId=A04116976GHDA8TFM93S&url=%2FHoushome-Bolsa-laptop-notebook-Ultrabook%2Fdp%2FB09GY5CR88%2Fref%3Dsr_1_400_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-400-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_mtf
Moochy Capa protetora de bolsa para laptop, notebook, bolsa protetora, capa fina, bolsa, bolsa durável, bolso, para, 15,6 polegadas, laptop, tablet, smartphone;R$ 104,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg17_1?ie=UTF8&adId=A026745428X8ZDBLWY7RC&url=%2FMoochy-protetora-notebook-polegadas-smartphone%2Fdp%2FB09DQ4HG1C%2Fref%3Dsr_1_401_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-401-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_mtf
Moochy Bolsa para laptop de estilo simples capa protetora durável para computador notebook bolsa bolsa para laptop de 13,3 polegadas smartphone tablet;R$ 93,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg17_1?ie=UTF8&adId=A02679463E4SG8PK67HZ2&url=%2FMoochy-protetora-computador-polegadas-smartphone%2Fdp%2FB09DQ7ZWDR%2Fref%3Dsr_1_402_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-402-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_mtf
Suporte para Notebook com regulagem contínua Clipway Note, OCTOO;R$ 349,00;4,1 de 5 estrelas;8;https://www.amazon.com.br/Suporte-Notebook-regulagem-cont%C3%ADnua-Clipway/dp/B0872YX3ZD/ref=sr_1_403?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-403&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Base para Notebook Cooler Master Notepal Ergostand Lite;R$ 278,00;4,2 de 5 estrelas;44;https://www.amazon.com.br/Base-Para-Notebook-Ergostand-Lite/dp/B00EHHGFHO/ref=sr_1_404?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-404&ufe=app_do%3Aamzn1.fos.4bddec23-2dcf-4403-8597-e1a02442043d
"Notebook ideapad Gaming 3i i7-10750H 16GB 512GB SSD GTX 1650 4GB 15.6"" FHD WVA W10 82CG0004BR";R$ 6.749,00;5,0 de 5 estrelas;8;https://www.amazon.com.br/Notebook-ideapad-Gaming-i7-10750H-82CG0004BR/dp/B08W2M4PYH/ref=sr_1_405?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-405&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Kindle Paperwhite 8 GB - Agora à prova d´água;R$ 474,05;4,8 de 5 estrelas;39.195;https://www.amazon.com.br/Kindle-Paperwhite-8GB-%C3%A0-prova-d%C2%B4%C3%A1gua/dp/B0773XBMB6/ref=sr_1_406?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-406&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
Notebook Acer Aspire 5 A514-53-31PN Intel Core i3 4GB 128GB SSD 14' Office 365 Windows 10;R$ 3.799,98;;;https://www.amazon.com.br/Notebook-Aspire-A514-53-31PN-Office-Windows/dp/B09B1BSBW9/ref=sr_1_407?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-407&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
HD Seagate BarraCuda, 1TB, 3.5´, SATA - ST1000DM010;R$ 255,90;4,2 de 5 estrelas;8.919;https://www.amazon.com.br/HDD-Barracuda-para-Desktop-ST1000DM010/dp/B01LNJBA2I/ref=sr_1_408?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-408&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Suporte Ergonômico para Notebook Aço Cromado;R$ 35,30;3,4 de 5 estrelas;332;https://www.amazon.com.br/Suporte-Ergon%C3%B4mico-para-Notebook-Cromado/dp/B08H2GL7QZ/ref=sr_1_409?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-409
Adaptador USB Bluetooth 4.0 CSR Dongle para Computador e Notebook;R$ 22,00;3,6 de 5 estrelas;1.222;https://www.amazon.com.br/Adaptador-Bluetooth-Csr-Computador-Notebook/dp/B07KGJ7QQX/ref=sr_1_410?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-410
Notebook Acer Aspire 5 I3-1005g1 12gb 128ssd+1tb Tela 14 Hd;R$ 3.999,00;;;https://www.amazon.com.br/Notebook-Acer-Aspire-I3-1005g1-128ssd/dp/B08WJM4CQ8/ref=sr_1_411?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-411&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Bateria para Notebook Samsung Part Number AA-PB9NC6B | 6 Células;R$ 169,90;4,9 de 5 estrelas;7;https://www.amazon.com.br/Bateria-Notebook-Samsung-AA-PB9NC6B-C%C3%A9lulas/dp/B074QS3BGK/ref=sr_1_412?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-412&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Notebook Positivo N1240 Intel Dual Core N4000 4gb Webcam Novo;R$ 2.500,00;2,0 de 5 estrelas;1;https://www.amazon.com.br/Notebook-Positivo-N1240-N4000-Webcam/dp/B08ZDWQJR9/ref=sr_1_413?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-413&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Notebook Acer A315 Core I3-1005g1 20gb 256ssd+1tb 15,6 Hd;R$ 4.449,00;;;https://www.amazon.com.br/Notebook-Acer-A315-I3-1005g1-256ssd/dp/B09CW24BWZ/ref=sr_1_414?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042142&s=electronics&sr=1-414&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Andoer Teclado sem fio E30 2.4 GHz com controle remoto Trackball Mouse Scroll Wheel para Android PC Notebook preto;R$ 181,39;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg17_1?ie=UTF8&adId=A06963641DS0Q3THVEWTR&url=%2FTeclado-controle-Trackball-Android-Notebook%2Fdp%2FB08L9G56B5%2Fref%3Dsr_1_415_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-415-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_btf
Miaoqian PATA (IDE) 2,5 polegadas 2,5 polegadas 32 GB MLC SSD digital unidade de estado sólido para PC laptop notebook;R$ 571,35;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg17_1?ie=UTF8&adId=A0848505OWVLX4JR2GWR&url=%2FMiaoqian-polegadas-digital-unidade-notebook%2Fdp%2FB09C8HCTP1%2Fref%3Dsr_1_416_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-416-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_btf
Miaoqian Suporte para suporte para laptop S5 Suporte para mesa de trabalho Notebook PC Substituição do suporte para computador para MacBook;R$ 533,25;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg17_1?ie=UTF8&adId=A08749612DK63VGLD7OTB&url=%2FMiaoqian-trabalho-Notebook-Substitui%25C3%25A7%25C3%25A3o-computador%2Fdp%2FB09C7C4HT9%2Fref%3Dsr_1_417_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042142%26s%3Delectronics%26sr%3D1-417-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634042142&id=1311558870237443&widgetName=sp_btf
Yongluo CF-1691 Ventilador de resfriamento USB Suporte de suporte para laptop Ventilador Computador notebook Resfriador de telefone Suporte de ventilador de eixo horizontal preto;R$ 185,19;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg18_1?ie=UTF8&adId=A046128725UKLPTKRGLVZ&url=%2FVentilador-resfriamento-Computador-Resfriador-ventilador%2Fdp%2FB09BZ9S29M%2Fref%3Dsr_1_409_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042146%26s%3Delectronics%26sr%3D1-409-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26psc%3D1&qualifier=1634042146&id=6797846231029402&widgetName=sp_atf_next
Yongluo Suporte para notebook dobrável com dez marchas Suporte para tablet para laptop Suporte ajustável dobrável para escritório portátil Suporte para resfriamento branco;R$ 81,79;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg18_1?ie=UTF8&adId=A0681039Q1YD975QB51E&url=%2Fnotebook-dobr%25C3%25A1vel-ajust%25C3%25A1vel-escrit%25C3%25B3rio-resfriamento%2Fdp%2FB09BZFXR9B%2Fref%3Dsr_1_410_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042146%26s%3Delectronics%26sr%3D1-410-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634042146&id=6797846231029402&widgetName=sp_atf_next
Yongluo S200 mouse ergonômico com fio para escritório mouse colorido para jogos com luz de respiração e DPI ajustável para notebook PC;R$ 62,19;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg18_1?ie=UTF8&adId=A0244118152JVOTAL94P7&url=%2Fergon%25C3%25B4mico-escrit%25C3%25B3rio-colorido-respira%25C3%25A7%25C3%25A3o-ajust%25C3%25A1vel%2Fdp%2FB09BZ96HGF%2Fref%3Dsr_1_411_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042146%26s%3Delectronics%26sr%3D1-411-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634042146&id=6797846231029402&widgetName=sp_atf_next
