Descrição;Preço;Estrelas;TotalReviews;Url
Notebook Gateway ultrafino para laptop, 14,1 polegadas IPS FHD, Intel Core i3-1005G1 até 3,4 GHz, 12 GB RAM, 256 GB SSD, USB-C, leitor FP, webcam, HDMI, cabo HDMI Mytix, Win 10 S, verde;R$ 4.944,20;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg6_1?ie=UTF8&adId=A000900737DVAF4QAFL77&url=%2FNotebook-Gateway-ultrafino-polegadas-i3-1005G1%2Fdp%2FB08N5FXT22%2Fref%3Dsr_1_137_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260372%26s%3Dcomputers%26sr%3D1-137-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634260372&id=2245161340448965&widgetName=sp_mtf
amuzer SSD Mobile Solid State Drive | Disco externo portátil de 120 G | 70-500 M/S de alta velocidade | Interface Notebook SATA3 Personal PC Expansion Upgrade Hard Drive para Mac os XP Win7 Win8 Win10 Linux;R$ 185,07;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg6_1?ie=UTF8&adId=A072943516T86JL8Y6TD8&url=%2Famuzer-port%25C3%25A1til-velocidade-Interface-Expansion%2Fdp%2FB09HCBXKQX%2Fref%3Dsr_1_138_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260372%26s%3Dcomputers%26sr%3D1-138-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26psc%3D1&qualifier=1634260372&id=2245161340448965&widgetName=sp_mtf
Memória Crucial Notebook 4GB DDR4 2666/2400 CL19 SR x8 SODIMM Micron;R$ 201,90;4,7 de 5 estrelas;1.572;https://www.amazon.com.br/Mem%C3%B3ria-Crucial-Notebook-SODIMM-Micron/dp/B07HP78DZ5/ref=sr_1_139?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-139&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678
"Sleeve para Laptop, Case Logic, Mochilas, capas e maletas para notebook, Preta, 14"", LAPS-114Black";R$ 149,15;4,6 de 5 estrelas;736;https://www.amazon.com.br/Sleeve-Case-Logic-LAPS114-CARRYING_CASE_OR_BAG/dp/B004NY9UWI/ref=sr_1_140?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-140&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
Warrior AC267 - Cooler Para Notebook Power Gamer, Preto (Led Verde);R$ 89,90;4,4 de 5 estrelas;1.630;https://www.amazon.com.br/Notebook-AC267-Warrior-Acess%C3%B3rios-Notebooks/dp/B0754CLSNP/ref=sr_1_141?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-141&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
"Staright Suporte para laptop, suporte para laptop Riser Suporte para computador, suporte para notebook com resfriamento ventilado ajustável de 6 ângulos de alumínio para laptops de 10-15,6""";R$ 104,99;0;0;https://www.amazon.com.br/Staright-computador-resfriamento-ventilado-ajust%C3%A1vel/dp/B09D9KVW7T/ref=sr_1_142?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-142&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
"Case para Notebook até 15.6"" Lenovo Urban Sleeve, Cinza";R$ 139,00;4,8 de 5 estrelas;157;https://www.amazon.com.br/Notebook-Lenovo-Urban-Sleeve-Cinza/dp/B08CS1S553/ref=sr_1_143?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-143&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
"Notebook Lenovo BS145 i5-1035G1 8GB 1TB Windows 10 Pro 15,6"" HD 82HB000MBR Preto";R$ 4.349,00;5,0 de 5 estrelas;1;https://www.amazon.com.br/Notebook-Lenovo-i5-1035G1-Windows-82HB000MBR/dp/B08NYTTVPD/ref=sr_1_144?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-144&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Bolsa Para Notebook Até 156 Rosa Multilaser - BO170;R$ 129,90;4,8 de 5 estrelas;162;https://www.amazon.com.br/Bolsa-Notebook-Atrio-Mochilas-Maletas/dp/B0754FCSMQ/ref=sr_1_145?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-145&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
SUPORTE PARA NOTEBOOK ST35031 PRETO - MASTICMOL;R$ 26,90;4,6 de 5 estrelas;4.003;https://www.amazon.com.br/Suporte-Notebook-Posi%C3%A7%C3%B5es-Preto-Masticmol/dp/B075DWMGDK/ref=sr_1_146?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-146
"Notebook Positivo Motion Red Q232B Intel® Atom® Windows 10 Home Flash Tela 14"" - Vermelho Notebook Positivo Motion Red Q232B Intel® Atom® Windows 10 Home Flash Tela 14"" - Vermelho";R$ 1.499,00;3,3 de 5 estrelas;69;https://www.amazon.com.br/Notebook-Positivo-Motion-Q232B-Windows/dp/B07XS6SSXW/ref=sr_1_147?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-147&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Mesa Suporte Articulado para Notebook com Mousepad - Travas 360° - Ângulo e Altura ajustáveis - Vexz;R$ 159,99;4,1 de 5 estrelas;226;https://www.amazon.com.br/Mesa-suporte-articulado-Notebook-Mousepad/dp/B076HPDK52/ref=sr_1_148?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-148&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Base Suporte Para Notebook Com Cooler e Iluminação USB, Preto;R$ 59,90;0;0;https://www.amazon.com.br/Suporte-Notebook-Cooler-Ilumina%C3%A7%C3%A3o-Preto/dp/B09H7LW98K/ref=sr_1_149?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-149
Notebook LG gram 15Z980-G.BH72P1 - Intel Core i7-8550U, 8GB, SSD 256GB, Windows 10 Home, 15.6´, Titânio;R$ 7.641,38;4,6 de 5 estrelas;24;https://www.amazon.com.br/Notebook-LG-Gram-Core-256GB/dp/B082BQ46D8/ref=sr_1_150?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260372&s=computers&sr=1-150&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Domary PATA (IDE) 2,5 polegadas 2,5 polegadas 128 GB MLC SSD digital unidade de estado sólido para PC notebook;R$ 1.035,87;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg6_1?ie=UTF8&adId=A089661623WVRPGPR3ZIP&url=%2FDomary-polegadas-digital-unidade-notebook%2Fdp%2FB09FT2BNT6%2Fref%3Dsr_1_151_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260372%26s%3Dcomputers%26sr%3D1-151-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634260372&id=2245161340448965&widgetName=sp_btf
Domary Bolsa de manga macia com zíper para laptop Ultrabook de 14 polegadas e notebook portátil;R$ 102,97;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg6_1?ie=UTF8&adId=A08758203MD6U289S2CPH&url=%2FDomary-Ultrabook-polegadas-notebook-port%25C3%25A1til%2Fdp%2FB09FRTMRP9%2Fref%3Dsr_1_152_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260372%26s%3Dcomputers%26sr%3D1-152-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634260372&id=2245161340448965&widgetName=sp_btf
Domary Suporte portátil para laptop Suporte dobrável para notebook Suporte ajustável para mesa cinza;R$ 86,47;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg6_1?ie=UTF8&adId=A09144962EB7FF7NU9KBQ&url=%2FDomary-port%25C3%25A1til-dobr%25C3%25A1vel-notebook-ajust%25C3%25A1vel%2Fdp%2FB09FS4JZ9V%2Fref%3Dsr_1_153_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260372%26s%3Dcomputers%26sr%3D1-153-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634260372&id=2245161340448965&widgetName=sp_btf
Andoer Mouse óptico vertical mouse ergonômico sem fio mouse recarregável bateria integrada com interruptor DPI para laptop PC (branco);R$ 112,79;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg7_1?ie=UTF8&adId=A066495627BTHYVMKMQE1&url=%2Fvertical-ergon%25C3%25B4mico-recarreg%25C3%25A1vel-integrada-interruptor%2Fdp%2FB08L9GGKKC%2Fref%3Dsr_1_145_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260375%26s%3Dcomputers%26sr%3D1-145-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634260375&id=2022806546711661&widgetName=sp_atf_next
Miaoqian Mouse para jogos Miaoqian V100 profissional com fio USB Esport Game Mice 6200DPI luz RGB para laptop PC (preto);R$ 507,65;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg7_1?ie=UTF8&adId=A09088322D7ZVZ2HN7Z45&url=%2FMiaoqian-profissional-Esport-6200DPI-laptop%2Fdp%2FB09C7RRFTM%2Fref%3Dsr_1_146_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260375%26s%3Dcomputers%26sr%3D1-146-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634260375&id=2022806546711661&widgetName=sp_atf_next
Andoer HXSJ M90 Dual Mode Wireless Mouse BT5.0 2.4G Mouse óptico Ergonômico Recarregável Mouse 1600DPI (prata);R$ 87,29;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg7_1?ie=UTF8&adId=A0664432GYXEDAQKV3TH&url=%2FAndoer-Wireless-Ergon%25C3%25B4mico-Recarreg%25C3%25A1vel-1600DPI%2Fdp%2FB08L9GX8DG%2Fref%3Dsr_1_147_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260375%26s%3Dcomputers%26sr%3D1-147-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634260375&id=2022806546711661&widgetName=sp_atf_next
"Notebook Gamer 2Am E550, Intel Core I5 9400, 8Gb, 256Gb Ssd, Nvi Geforce Gtx 1050 3Gb, Ips Full Hd 15.6"" - Windows 10 Home";R$ 5.999,00;4,5 de 5 estrelas;4;https://www.amazon.com.br/Notebook-Gamer-Intel-256Gb-Geforce/dp/B08C1BD4GR/ref=sr_1_148?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-148&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Sleeve para Laptop 15.6"" TS115, Case Logic, Preta";R$ 129,00;4,8 de 5 estrelas;555;https://www.amazon.com.br/Case-Logic-Mochilas-Maletas-Notebook/dp/B00DDK2S4A/ref=sr_1_149?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-149&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
"Mochila Essential 15.6"", Anti-Furto e Resistente a Água, Dell, Preta";R$ 160,55;4,6 de 5 estrelas;2.673;https://www.amazon.com.br/Mochila-Essential-Anti-Furto-Resistente-Dell/dp/B07TTCXHRH/ref=sr_1_150?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-150&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Memória ADATA AD4S266638G19-S 8GB 2666MHz DDR4 Notebook;R$ 349,90;4,8 de 5 estrelas;312;https://www.amazon.com.br/Mem%C3%B3ria-Adata-AD4S266638G19-S-2666MHz-Notebook/dp/B07B5Y6TSB/ref=sr_1_151?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-151&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
FONTE UNIVERSAL P/NOTEBOOK 90W;R$ 62,95;4,2 de 5 estrelas;387;https://www.amazon.com.br/Universal-Ultrabook-Conectores-Elgin-Carregadores/dp/B076CV9JV5/ref=sr_1_152?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-152&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"Notebook 2 em 1 Positivo Duo C4128C Intel Celeron 4GB 128GB 11.6"" IPS Full HD touch Windows 10 Home, Cinza - Inclui Microsoft 365 Personal por 1 ano";R$ 2.305,51;4,0 de 5 estrelas;162;https://www.amazon.com.br/Notebook-Positivo-C4128C-Celeron-Windows/dp/B08KS6CHB7/ref=sr_1_153?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-153&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Mesa Portátil Para Notebook Suporte Cama Sofá CL;R$ 124,90;4,7 de 5 estrelas;25;https://www.amazon.com.br/Mesa-Port%C3%A1til-Para-Notebook-Suporte/dp/B098YQH5HN/ref=sr_1_154?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-154&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
Notebook ASUS E510MA-BR352R Azul;R$ 2.250,00;0;0;https://www.amazon.com.br/ASUS-E510MA-BR352R-Notebook-Azul/dp/B09BBK8F4Z/ref=sr_1_155?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-155&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Mochila Targus 15.6"" Intellect Essentials para notebook - TSB966GL, Preto";R$ 140,79;4,3 de 5 estrelas;70;https://www.amazon.com.br/Targus-Intellect-Essentials-notebook-TSB966DI/dp/B07PC21DFL/ref=sr_1_156?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-156&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Carregador Dell para Notebook - 65Watt;R$ 259,00;4,5 de 5 estrelas;94;https://www.amazon.com.br/Fonte-para-Notebook-Dell-Original/dp/B07CZJWBYR/ref=sr_1_157?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-157&ufe=app_do%3Aamzn1.fos.e05b01e0-91a7-477e-a514-15a32325a6d6
Suporte para Notebook, OCTOO, Uptable Chrome, UP-02, Cromado;R$ 45,08;4,4 de 5 estrelas;4.197;https://www.amazon.com.br/Suporte-Uptable-Chrome-OCTOO-Cromado/dp/B07BTL6W3P/ref=sr_1_158?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-158
HDD Seagate Barracuda 2 TB P/ Notebook - ST2000LM015;R$ 530,00;4,6 de 5 estrelas;3.272;https://www.amazon.com.br/HDD-Seagate-Barracuda-Notebook-ST2000LM015/dp/B01LXRWWB6/ref=sr_1_159?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-159&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Notebook Gateway Ultra Slim Laptop, 14,1"" IPS FHD, Intel Core i3-1005G1 até 3.4GHz, 12GB de RAM, SSD de 256GB, USB-C, FP Reader, Webcam, HDMI, Ethernet Mytix USB Hub, Win 10 S, Verde";R$ 5.036,32;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg7_1?ie=UTF8&adId=A0009407571WD3F3FYLW&url=%2FNotebook-Gateway-Laptop-polegadas-i3-1005G1%2Fdp%2FB08N5KGGZD%2Fref%3Dsr_1_160_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260375%26s%3Dcomputers%26sr%3D1-160-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634260375&id=2022806546711661&widgetName=sp_mtf
amuzer SSD Mobile Solid State Drive | Disco externo portátil de 120 G | 70-500 M/S de alta velocidade | Interface Notebook SATA3 Personal PC Expansion Upgrade Hard Drive para Mac os XP Win7 Win8 Win10 Linux;R$ 185,07;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg7_1?ie=UTF8&adId=A0729491KVPW2UWZ45Z8&url=%2Famuzer-port%25C3%25A1til-velocidade-Interface-Expansion%2Fdp%2FB09HCC35WD%2Fref%3Dsr_1_161_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260375%26s%3Dcomputers%26sr%3D1-161-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26psc%3D1&qualifier=1634260375&id=2022806546711661&widgetName=sp_mtf
Domary Bolsa de manga macia com zíper para laptop Ultrabook de 14 polegadas e notebook portátil;R$ 97,37;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg7_1?ie=UTF8&adId=A08756403SHZ39HNOKDXE&url=%2FDomary-Ultrabook-polegadas-notebook-port%25C3%25A1til%2Fdp%2FB09FT3J56T%2Fref%3Dsr_1_162_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634260375%26s%3Dcomputers%26sr%3D1-162-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634260375&id=2022806546711661&widgetName=sp_mtf
"Notebook Positivo Motion Q232B Intel® Quad-Core™ Windows 10 Home Flash 14"" - Cinza Azulado";R$ 1.699,70;3,5 de 5 estrelas;52;https://www.amazon.com.br/Notebook-Positivo-Motion-Q232B-QUADCORE/dp/B07X98CHHW/ref=sr_1_163?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-163&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Case Pocket Preto E Cinza Para Notebook Até 14 - Atrio, BO207;R$ 52,90;4,8 de 5 estrelas;652;https://www.amazon.com.br/Pocket-Notebook-Atrio-Mochilas-Maletas/dp/B0759Z42GX/ref=sr_1_164?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-164
Bateria para Notebook Dell Inspiron TRHFF - Marca bringIT;R$ 399,89;5,0 de 5 estrelas;6;https://www.amazon.com.br/Bateria-para-Notebook-Inspiron-TRHFF/dp/B07LGD4CCD/ref=sr_1_165?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-165&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"MOCHILA P/NOTEB 15, 6"" ATLANTIS PRETA HP, HP, Mochilas, capas e maletas para notebook";R$ 166,66;4,8 de 5 estrelas;394;https://www.amazon.com.br/Mochila-Notebook-Atlantis-HP-Multicor/dp/B07N1RTZM9/ref=sr_1_166?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-166&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Notebook Asus, Intel® Core i5 1035G1, 8GB,1TB, Tela de 15,6 , Cinza Escuro - X509JA-BR423T;R$ 6.999,01;1,0 de 5 estrelas;3;https://www.amazon.com.br/Notebook-Intel%C2%AE-1035G1-15-Escuro/dp/B08NXK4WVP/ref=sr_1_167?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-167&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Bolsa Case Capa Sleeve Macbook Notebook Até 15.6 Polegadas Com 2 Bolsos Frontais - Preta;R$ 169,90;3,6 de 5 estrelas;5;https://www.amazon.com.br/Sleeve-Macbook-Notebook-Polegadas-Frontais/dp/B08ZVDNM9T/ref=sr_1_168?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-168&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Suporte De Laptop Notebook Stand Preto 13 Ate 17 Polegadas;R$ 109,00;4,5 de 5 estrelas;7;https://www.amazon.com.br/Suporte-Laptop-Notebook-Stand-Polegadas/dp/B098D3CYB7/ref=sr_1_169?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-169&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
"Notebook Dell Inspiron i15-3501-A70S 15.6"" HD 11ª Geração Intel Core i7 8GB 256GB SSD NVIDIA GeForce Windows 10";R$ 4.899,00;5,0 de 5 estrelas;4;https://www.amazon.com.br/Notebook-Dell-Inspiron-i15-3501-A70S-Gera%C3%A7%C3%A3o/dp/B0953Y4C5G/ref=sr_1_170?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-170&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Fonte Universal Notebook Laptop Carregador 120W 12-24v 9 Conectores;R$ 56,98;3,4 de 5 estrelas;138;https://www.amazon.com.br/Fonte-Universal-Notebook-Carregador-Conectores/dp/B0778RYPQH/ref=sr_1_171?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-171
NOTEBOOK LEGACY C 14 2G 32G W10 PC133 VM;R$ 1.618,90;3,7 de 5 estrelas;17;https://www.amazon.com.br/Notebook-Multilaser-Legacy-Cloud-Vermelho/dp/B08GKW1NHM/ref=sr_1_172?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-172&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Notebook Gamer Aspire Nitro 5 AN515-55-705U Intel Core I7 8GB GTX 1660TI 512GB SSD 15,6' Windows 10;R$ 13.599,00;4,8 de 5 estrelas;41;https://www.amazon.com.br/Notebook-Aspire-AN515-55-705U-1660TI-Windows/dp/B092NSSX63/ref=sr_1_173?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-173&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
HD 1 TB para Notebook Western Digital - 8MB Cache - 5400RPM - WD10SPZX;R$ 308,00;4,4 de 5 estrelas;75;https://www.amazon.com.br/HD-para-Notebook-Western-Digital/dp/B071F9MLJJ/ref=sr_1_174?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634260375&s=computers&sr=1-174&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
