descricao;Total_Reviews;preco;url;loja
"Smart TV LED 32"" Panasonic TC-32FS500B";37;1341.29;https://www.americanas.com.br/produto/1903221517?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fb52a10762ff36719f1bd92&buyboxToken=smartbuybox-acom-v2-5fc64f3a-ce9a-4270-9e4a-48e9506a3b46-2021-10-14 11:28:55-0300;Americanas
"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";92;3099.99;https://www.americanas.com.br/produto/3069506106?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb2152131c3c81e23044&buyboxToken=smartbuybox-acom-v2-3fa00acb-86dd-44f0-8535-78aed277987f-2021-10-14 11:28:55-0300;Americanas
"Smart TV LED LG 24"" Monitor Wi-Fi Webos 3.5 DTV Machine Ready";0;1156.99;https://www.americanas.com.br/produto/1708933455?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ec52b7d79bf8430cbc05c97&buyboxToken=smartbuybox-acom-v2-bf8e7f44-7c2e-4d21-9a78-3f5d5774f86f-2021-10-14 11:28:55-0300;Americanas
Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;282;2339.99;https://www.americanas.com.br/produto/1441079498?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e222edd1729c3bbf132061b&buyboxToken=smartbuybox-acom-v2-16ed8fe5-c8d4-44ab-b067-0a869a6ec080-2021-10-14 11:28:55-0300;Americanas
"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";56;3599.99;https://www.americanas.com.br/produto/3069509067?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb6252131c3c81e2ab21&buyboxToken=smartbuybox-acom-v2-2c00e92f-9421-4191-9441-4642dabda05a-2021-10-14 11:28:55-0300;Americanas
"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";111;2499.99;https://www.americanas.com.br/produto/2742387144?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6012d1b30c07044266c7eb4c&buyboxToken=smartbuybox-acom-v2-7538d3e8-b766-4076-a0f6-f3bcc02504e0-2021-10-14 11:28:55-0300;Americanas
"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";569;2999.99;https://www.americanas.com.br/produto/1733188661?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ee7953a79bf8430cba74229&buyboxToken=smartbuybox-acom-v2-4a94e4e0-ff0e-4f2b-a133-ba85893814bd-2021-10-14 11:28:55-0300;Americanas
Samsung Smart TV LED 40'' Tizen FHD 40T5300 2020 com WIFI HDR para Brilho e Contraste e Plataforma Tizen;656;1727.89;https://www.americanas.com.br/produto/1704351001?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f5bc6752131c3c81e933c9&buyboxToken=smartbuybox-acom-v2-0f518350-826d-4c58-8f02-e7daec682ad8-2021-10-14 11:20:57-0300;Americanas
Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilho e Contraste com Plataforma Tizen 2 HDMI 1 USB - Preta;838;1381.96;https://www.americanas.com.br/produto/1618074503?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614937c909c351890d8be8f4&buyboxToken=smartbuybox-acom-v2-aed26f91-f4b6-4fe7-be62-e0086676d69e-2021-10-14 11:20:30-0300;Americanas
Smart TV LED 43'' Full HD Philco PTV43E10N5SF Processador Quad Core Wi-Fi 2 HDMI 1 USB e Mídiacast;0;1699.99;https://www.americanas.com.br/produto/2680750728?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=602417010c07044266314653&buyboxToken=smartbuybox-acom-v2-318f6f0d-57a5-4944-9a73-6ee9f6ab088a-2021-10-14 11:30:26-0300;Americanas
"Smart TV LG 32"" HD 32LM627B Wi-Fi Bluetooth HDR Thinqai Compatível Com Inteligência Artificial";54;1599.99;https://www.americanas.com.br/produto/3397039818?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d32652131c3c81fed98b&buyboxToken=smartbuybox-acom-v2-81d0b403-51a9-4d16-b214-fb38ee4e06bc-2021-10-14 11:20:30-0300;Americanas
"Smart TV LED 32"" Philco PTV32G52S HD e Áudio Dolby Conversor Digital Integrado 2 HDMI 1 USB Wi-Fi com Netflix";207;1399.99;https://www.americanas.com.br/produto/1322119303?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fad957cc5c9bbe5fccfe1a7&buyboxToken=smartbuybox-acom-v2-3d23770e-b094-42c5-b307-1d7e1e9dce87-2021-10-14 11:30:26-0300;Americanas
"Smart TV Android LED 32"" Semp 32S5300 Bluetooth 2 HDMI 1 USB Controle Remoto com Comando de Voz e Google Assistant";687;1423.94;https://www.americanas.com.br/produto/134511851?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5d51b70af216c95bde3fab37&buyboxToken=smartbuybox-acom-v2-7c006b57-4c35-475c-a761-23ec0a0fc243-2021-10-14 11:20:30-0300;Americanas
Smart TV AOC Roku LED 32'' 32S5195/78 Wi-Fi 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast;320;1448.99;https://www.americanas.com.br/produto/1515029435?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e70d46d79bf8430cb4069ad&buyboxToken=smartbuybox-acom-v2-1659e589-b139-4ffa-a488-6a5d41e4ec36-2021-10-14 11:22:16-0300;Americanas
Smart TV LED 43'' Samsung 43T5300 Full HD 2 HDMI 1 USB WiFi HDR para Brilho e Contraste com Plataforma Tizen - Preta;356;2199.99;https://www.americanas.com.br/produto/1618074407?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5eb0acc379bf8430cbf3e907&buyboxToken=smartbuybox-acom-v2-0713987f-aa67-43e7-a07d-d9229eaaf3f5-2021-10-14 11:30:26-0300;Americanas
"Smart TV LG 43"" Full HD 43LM6370 Wi-Fi Bluetooth HDR Thinqai Compatível Com Inteligência Artificial";26;2389.99;https://www.americanas.com.br/produto/3397039527?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d3ad52131c3c81ffa096&buyboxToken=smartbuybox-acom-v2-136d21dd-5091-4d06-b209-a81733c416f0-2021-10-14 11:26:22-0300;Americanas
"Samsung Smart TV 32"" LH32BETBLGGXZD LED 2 HDMI 1 USB";14;1365.69;https://www.americanas.com.br/produto/1943745999?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6006142c0c070442661274cc&buyboxToken=smartbuybox-acom-v2-0473d011-4c46-47eb-92d1-baa0049e5f3f-2021-10-14 11:21:08-0300;Americanas
Smart TV 40'' Philco PTV40G60SNBL FHD com Tela Infinita Audio Dolby Loja de Aplicativos e Processador Quadcore;316;1699.99;https://www.americanas.com.br/produto/1508411046?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e84f47079bf8430cbbfa8e6&buyboxToken=smartbuybox-acom-v2-d91322b6-64c4-4be9-9d77-634f0f142bf4-2021-10-14 11:29:37-0300;Americanas
Smart TV AOC Roku LED 43'' 43S5195/78 com Wi-Fi Full HD 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast,;306;1664.1;https://www.americanas.com.br/produto/1515649301?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fd0dc4e0c070442666f541c;Americanas
"Smart TV LED 43"" Full HD LG 43LM 631 PRO 3 HDMI 2 USB Wi-Fi ThinQ Al Conversor Digital";8;1996.65;https://www.americanas.com.br/produto/3787572503?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613fb02809c351890db2ba72&buyboxToken=smartbuybox-acom-v2-cec4a3bc-f696-4da7-9227-96a3c2e8ab14-2021-10-14 11:20:57-0300;Americanas
"Smart TV Philco 42"" Roku LED Full HD - 42G52RCF com App Mobile 3 Hdmi 2 Usb Wifi Dolby Audio";9;1699.99;https://www.americanas.com.br/produto/3280822551?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6136384b09c351890db9fb8c;Americanas
Smart TV LED 42'' Philco Full HD - PTV42G70N5CF com Midiacast;0;1999.9;https://www.americanas.com.br/produto/2638610289?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a55fb552131c3c8177ae09&buyboxToken=smartbuybox-acom-v2-f75cf89d-fc06-43eb-9a8b-90a3fe0baf2f-2021-10-14 11:30:26-0300;Americanas
"Smart TV LED 39"" HD Philco PTV39G60S Processador Quad Core GPU Triple Core HDR Mídia Cast Wi-Fi 2 HDMI 1 USB";84;1599.99;https://www.americanas.com.br/produto/1695817622?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ef1060d79bf8430cbebf2d7&buyboxToken=smartbuybox-acom-v2-606a5153-22a5-4369-8991-9d2367a17bb3-2021-10-14 11:30:26-0300;Americanas
Smart TV Led 43'' LG 43LM6300 FHD Thinq AI Conversor Digital Integrado 3 HDMI 2 USB Wi-Fi;853;2799.9;https://www.americanas.com.br/produto/134444740?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60cca96752131c3c81665f77&buyboxToken=smartbuybox-acom-v2-33a999c3-8922-494b-a9fd-fc8cbc80b457-2021-10-14 11:30:26-0300;Americanas
"Smart TV LED 32"" Panasonic TC-32FS500B";37;1341.29;https://www.americanas.com.br/produto/1903221517?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fb52a10762ff36719f1bd92&buyboxToken=smartbuybox-acom-v2-b29c8b71-caeb-4e72-b091-e140e3652146-2021-10-14 11:30:26-0300;Americanas
"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";92;3099.99;https://www.americanas.com.br/produto/3069506106?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb2152131c3c81e23044&buyboxToken=smartbuybox-acom-v2-11e1779f-b6b1-474d-83ae-a2de30115d16-2021-10-14 11:30:26-0300;Americanas
"Smart TV LED LG 24"" Monitor Wi-Fi Webos 3.5 DTV Machine Ready";0;1156.99;https://www.americanas.com.br/produto/1708933455?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ec52b7d79bf8430cbc05c97&buyboxToken=smartbuybox-acom-v2-551b8ae0-e345-4a83-87d3-80f1614c54c0-2021-10-14 11:20:30-0300;Americanas
Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;282;2339.99;https://www.americanas.com.br/produto/1441079498?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e222edd1729c3bbf132061b&buyboxToken=smartbuybox-acom-v2-ff7d9256-01a6-4a4d-81e9-46e554be6937-2021-10-14 11:20:30-0300;Americanas
"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";56;3599.99;https://www.americanas.com.br/produto/3069509067?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb6252131c3c81e2ab21&buyboxToken=smartbuybox-acom-v2-d21dd299-1bdf-472f-b256-7b85070e0934-2021-10-14 11:21:08-0300;Americanas
"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";111;2499.99;https://www.americanas.com.br/produto/2742387144?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6012d1b30c07044266c7eb4c&buyboxToken=smartbuybox-acom-v2-898c713b-d9d6-4816-920e-d092fad7119f-2021-10-14 11:21:08-0300;Americanas
"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";569;2999.99;https://www.americanas.com.br/produto/1733188661?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ee7953a79bf8430cba74229&buyboxToken=smartbuybox-acom-v2-bb16c91b-fdbc-48a8-adc9-c5a9015dc88d-2021-10-14 11:21:08-0300;Americanas
Samsung Smart TV LED 40'' Tizen FHD 40T5300 2020 com WIFI HDR para Brilho e Contraste e Plataforma Tizen;656;1727.89;https://www.americanas.com.br/produto/1704351001?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f5bc6752131c3c81e933c9&buyboxToken=smartbuybox-acom-v2-7a3890e2-f397-4aac-a0e5-1ea17446219f-2021-10-14 11:29:19-0300;Americanas
Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilho e Contraste com Plataforma Tizen 2 HDMI 1 USB - Preta;838;1381.96;https://www.americanas.com.br/produto/1618074503?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614937c909c351890d8be8f4&buyboxToken=smartbuybox-acom-v2-9cb5c7bb-d3df-42f8-bd06-4bf1214ef9ac-2021-10-14 11:22:24-0300;Americanas
Smart TV LED 43'' Full HD Philco PTV43E10N5SF Processador Quad Core Wi-Fi 2 HDMI 1 USB e Mídiacast;0;1699.99;https://www.americanas.com.br/produto/2680750728?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=602417010c07044266314653&buyboxToken=smartbuybox-acom-v2-0680eb67-dead-4213-8fb2-ff878b4477ac-2021-10-14 11:27:24-0300;Americanas
"Smart TV LG 32"" HD 32LM627B Wi-Fi Bluetooth HDR Thinqai Compatível Com Inteligência Artificial";54;1599.99;https://www.americanas.com.br/produto/3397039818?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d32652131c3c81fed98b&buyboxToken=smartbuybox-acom-v2-adbe146c-e067-4b7b-b455-af05c37e2085-2021-10-14 11:26:32-0300;Americanas
"Smart TV LED 32"" Philco PTV32G52S HD e Áudio Dolby Conversor Digital Integrado 2 HDMI 1 USB Wi-Fi com Netflix";207;1399.99;https://www.americanas.com.br/produto/1322119303?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fad957cc5c9bbe5fccfe1a7&buyboxToken=smartbuybox-acom-v2-5f2e3f50-c593-42be-8a07-9f068a1728b1-2021-10-14 11:20:58-0300;Americanas
"Smart TV Android LED 32"" Semp 32S5300 Bluetooth 2 HDMI 1 USB Controle Remoto com Comando de Voz e Google Assistant";687;1423.94;https://www.americanas.com.br/produto/134511851?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5d51b70af216c95bde3fab37&buyboxToken=smartbuybox-acom-v2-5facdebd-2285-4c0f-8650-f381930b3fdc-2021-10-14 11:27:52-0300;Americanas
Smart TV AOC Roku LED 32'' 32S5195/78 Wi-Fi 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast;320;1448.99;https://www.americanas.com.br/produto/1515029435?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e70d46d79bf8430cb4069ad&buyboxToken=smartbuybox-acom-v2-38f47198-21d9-4c8d-a89b-7600c8beb117-2021-10-14 11:30:34-0300;Americanas
Smart TV LED 43'' Samsung 43T5300 Full HD 2 HDMI 1 USB WiFi HDR para Brilho e Contraste com Plataforma Tizen - Preta;356;2199.99;https://www.americanas.com.br/produto/1618074407?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5eb0acc379bf8430cbf3e907&buyboxToken=smartbuybox-acom-v2-5de53a33-afb3-48b0-8527-12ad77f9d321-2021-10-14 11:25:45-0300;Americanas
"Smart TV LG 43"" Full HD 43LM6370 Wi-Fi Bluetooth HDR Thinqai Compatível Com Inteligência Artificial";26;2389.99;https://www.americanas.com.br/produto/3397039527?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d3ad52131c3c81ffa096&buyboxToken=smartbuybox-acom-v2-16cb0536-d461-401f-b295-0d24d0044886-2021-10-14 11:25:45-0300;Americanas
"Samsung Smart TV 32"" LH32BETBLGGXZD LED 2 HDMI 1 USB";14;1365.69;https://www.americanas.com.br/produto/1943745999?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6006142c0c070442661274cc&buyboxToken=smartbuybox-acom-v2-9b6b7c55-8eea-416b-a558-e238b1a46512-2021-10-14 11:22:24-0300;Americanas
Smart TV 40'' Philco PTV40G60SNBL FHD com Tela Infinita Audio Dolby Loja de Aplicativos e Processador Quadcore;316;1699.99;https://www.americanas.com.br/produto/1508411046?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e84f47079bf8430cbbfa8e6&buyboxToken=smartbuybox-acom-v2-1820a190-1044-4acb-839d-1cfc9806c8ca-2021-10-14 11:30:34-0300;Americanas
Smart TV AOC Roku LED 43'' 43S5195/78 com Wi-Fi Full HD 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast,;306;1799.99;https://www.americanas.com.br/produto/1515649301?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e70d46d79bf8430cb40699a&buyboxToken=smartbuybox-acom-v2-25fd57b3-a5d7-447d-a326-de2dd83920e2-2021-10-14 11:22:34-0300;Americanas
"Smart TV Philco 42"" Roku LED Full HD - 42G52RCF com App Mobile 3 Hdmi 2 Usb Wifi Dolby Audio";9;1699.99;https://www.americanas.com.br/produto/3280822551?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6136384b09c351890db9fb8c;Americanas
"Smart TV LED 43"" Full HD LG 43LM 631 PRO 3 HDMI 2 USB Wi-Fi ThinQ Al Conversor Digital";8;1996.65;https://www.americanas.com.br/produto/3787572503?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613fb02809c351890db2ba72&buyboxToken=smartbuybox-acom-v2-d51706f6-96d7-4216-a3ea-1a352b0e8fd5-2021-10-14 11:22:33-0300;Americanas
Smart TV LED 42'' Philco Full HD - PTV42G70N5CF com Midiacast;0;1999.9;https://www.americanas.com.br/produto/2638610289?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a55fb552131c3c8177ae09&buyboxToken=smartbuybox-acom-v2-c4105ff3-b9c5-46af-b701-95241248fc2b-2021-10-14 11:30:34-0300;Americanas
"Smart TV LED 39"" HD Philco PTV39G60S Processador Quad Core GPU Triple Core HDR Mídia Cast Wi-Fi 2 HDMI 1 USB";84;1599.99;https://www.americanas.com.br/produto/1695817622?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ef1060d79bf8430cbebf2d7&buyboxToken=smartbuybox-acom-v2-88f3e5e3-2bde-4884-aa81-ae176893558e-2021-10-14 11:30:34-0300;Americanas
Smart TV Led 43'' LG 43LM6300 FHD Thinq AI Conversor Digital Integrado 3 HDMI 2 USB Wi-Fi;853;2799.9;https://www.americanas.com.br/produto/134444740?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60cca96752131c3c81665f77&buyboxToken=smartbuybox-acom-v2-ab013aa4-57b8-420d-86c8-33b36d8b0989-2021-10-14 11:30:34-0300;Americanas
"Smart TV LED 32"" Panasonic TC-32FS500B";37;1341.29;https://www.americanas.com.br/produto/1903221517?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fb52a10762ff36719f1bd92&buyboxToken=smartbuybox-acom-v2-5fc64f3a-ce9a-4270-9e4a-48e9506a3b46-2021-10-14 11:28:55-0300;Americanas
"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";92;3099.99;https://www.americanas.com.br/produto/3069506106?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb2152131c3c81e23044&buyboxToken=smartbuybox-acom-v2-43bb9776-b23c-42d1-ad98-ae1dcb96fbac-2021-10-14 11:30:34-0300;Americanas
"Smart TV LED LG 24"" Monitor Wi-Fi Webos 3.5 DTV Machine Ready";0;1156.99;https://www.americanas.com.br/produto/1708933455?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ec52b7d79bf8430cbc05c97&buyboxToken=smartbuybox-acom-v2-3ba2aca6-47ce-44c7-b5a4-d65d54735d18-2021-10-14 11:30:34-0300;Americanas
Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;282;2339.99;https://www.americanas.com.br/produto/1441079498?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e222edd1729c3bbf132061b&buyboxToken=smartbuybox-acom-v2-16ed8fe5-c8d4-44ab-b067-0a869a6ec080-2021-10-14 11:28:55-0300;Americanas
"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";56;3599.99;https://www.americanas.com.br/produto/3069509067?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb6252131c3c81e2ab21&buyboxToken=smartbuybox-acom-v2-f562938f-42da-4394-8b23-1a3cf8a8cd0d-2021-10-14 11:30:34-0300;Americanas
"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";111;2499.99;https://www.americanas.com.br/produto/2742387144?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6012d1b30c07044266c7eb4c&buyboxToken=smartbuybox-acom-v2-7538d3e8-b766-4076-a0f6-f3bcc02504e0-2021-10-14 11:28:55-0300;Americanas
"Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";569;2999.99;https://www.americanas.com.br/produto/1733188661?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ee7953a79bf8430cba74229&buyboxToken=smartbuybox-acom-v2-4a94e4e0-ff0e-4f2b-a133-ba85893814bd-2021-10-14 11:28:55-0300;Americanas
