descricao,avaliacao,preco,url
Smartphone Caterpillar Catphone Cat S61 Dual 4gb Ram 64gb,0.0,"4.357,70",https://www.americanas.com.br/produto/3637598353?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6128e75f09c351890d183504
Smartphone Realme 7 Pro Mirror 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 8GB RAM Câmera Tripla + Selfie 32MP - Blue,2.0,"1.905,57",https://www.americanas.com.br/produto/3181027914?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6086f5920c070442668660e9&buyboxToken=smartbuybox-acom-v2-7485c54a-59da-431d-baf6-abc900a0bc52-2021-10-12 17:16:38-0300
Smartphone Xiaomi Redmi Note 10 6GB ram 128GB Versão Global - Cinza,0.0,"1.971,00",https://www.americanas.com.br/produto/3513038231?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610192d952131c3c81f220f7
Smartphone Tecno camon 16 (128GB / 6GB ram),5.0,"1.499,00",https://www.americanas.com.br/produto/2892484986?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60248d100c07044266d0e9bf
"Smartphone Positivo Twist 3 Pro s533 32GB Dual Chip Android Tela 5,7"" Quad Core de 1,3 GHz Câmera Traseira 8MP - Grafite",31.0,"511,49",https://www.americanas.com.br/produto/1450173865?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e3438881729c3bbf19a79a9&buyboxToken=smartbuybox-acom-v2-23366a11-e898-4e3c-b853-f16268fcbb67-2021-10-12 17:16:38-0300
"Smartphone Xiaomi Redmi Note 9, 6,5, 64 gb, Octa-Core, Câmera Quádrupla, Verde",2.0,"1.599,99",https://www.americanas.com.br/produto/3204773460?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6111a312549cd5594fb1cce7&buyboxToken=smartbuybox-acom-v2-a8c0db8f-0bd7-4c66-87f0-72a0a085ee8c-2021-10-12 17:16:38-0300
Smartphone LG K71 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 32MP - Titânio,1.0,"1.736,10",https://www.americanas.com.br/produto/2268000538?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=600701bb0c070442662e40fe&buyboxToken=smartbuybox-acom-v2-44de97fd-616d-47e8-9287-8f776687db61-2021-10-12 17:16:38-0300
Smartphone Mi 8 Lite Dual sim 64 gb 4 gb ram - Azul,0.0,"1.999,90",https://www.americanas.com.br/produto/3588290221?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f9eff652131c3c814242d4
Celular Positivo Feature Phone P-28-b Dual - 11130489,5.0,"179,00",https://www.americanas.com.br/produto/1416859257?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fc2b71a762ff3671956c31a&buyboxToken=smartbuybox-acom-v2-6db253b0-3795-408e-8e96-6937e9143c46-2021-10-12 17:16:38-0300
"Smartphone Philco Hit Max Grafite, Tela Infinita 6"", Bateria 4000 Mah, Processador Octacore 128 Gb Memória E 4 Ram",82.0,"985,15",https://www.americanas.com.br/produto/1764303175?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f19e09879bf8430cb6df59b&buyboxToken=smartbuybox-acom-v2-bcac2c97-ba36-4a20-81d1-f8c45f566c0b-2021-10-12 17:16:38-0300
Celular Para Idosos Samsung Keystone 2 Dual Sim Antena Rural,8.0,"168,36",https://www.americanas.com.br/produto/1793821449?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60af9e9e52131c3c8102884b&buyboxToken=smartbuybox-acom-v2-9d5ffd67-f208-4aff-b4a3-3fe6ba1fc082-2021-10-12 17:16:38-0300
"Smartphone Xiaomi Poco X3 pro Tela 6,67 6GB/128GB Preto",0.0,"2.061,00",https://www.americanas.com.br/produto/3941553918?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61489de809c351890d47bfc8
"Smartphone LG K11+ 32GB Dual Chip Android 7.1.2 Tela 5.3"" Octa Core 1.5 Ghz 4G Câmera 13MP - Preto",163.0,"649,00",https://www.americanas.com.br/produto/133689788?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61014fb952131c3c81539a24&buyboxToken=smartbuybox-acom-v2-8761cb9f-188c-4e24-8f67-5328712e9067-2021-10-12 17:17:39-0300
"Smartphone Xiaomi Redmi Note 9 Tela 6,53"" 4gb/128gb 4g - BRANCO",1.0,"1.575,00",https://www.americanas.com.br/produto/2465185914?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fa18796c5c9bbe5fc8a456b
"Smartphone Moto E6 Play 32GB Dual Chip Android Tela 5.5"" MT6739 4G Câmera 13MP - Azul Metálico",80.0,"889,00",https://www.americanas.com.br/produto/1216717086?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6095865752131c3c81dc1a93&buyboxToken=smartbuybox-acom-v2-f3a79af5-b6e1-49cc-9947-cbc96bf3b172-2021-10-12 17:17:39-0300
Celular Xiaomi Redmi 9a 32gb 2gb Ram Versão Global Cinza,5.0,"891,00",https://www.americanas.com.br/produto/2117022035?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=607f2d070c07044266e44dfb
"Smartphone Xiaomi Redmi Note 10S 128GB, 6GB ram, Tela de 6.43, Câmera Traseira Quádrupla, Android 11- Branco",0.0,"2.061,00",https://www.americanas.com.br/produto/3840866131?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=612fdb4209c351890d63d369
Smartphone Motorola Moto E6s 32GB 4G Wi-Fi Tela 6.1'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho Magenta,29.0,"1.400,00",https://www.americanas.com.br/produto/1650734129?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d2795552131c3c81ba15f8&buyboxToken=smartbuybox-acom-v2-66f69f58-58fd-4e9e-84ec-247f4d35943b-2021-10-12 17:14:40-0300
"Combo Smartphone - Smartphone Multilaser G Max 2 64GB com Power Bank, Leitor de Cartão e Cartão de Memória 8GB - P9157K",0.0,"698,97",https://www.americanas.com.br/produto/3876912258?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613938de09c351890d7edb90
Smartphone Samsung Galaxy A10s 4G 32GB Tela 6.2 Dual Chip Android 9.0,0.0,"934,92",https://www.americanas.com.br/produto/3160572622?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6117137b549cd5594f5b6033
"Smartphone Philco Hit Max Rose, Tela Infinita 6"", Bateria 4000 Mah, Processador Octacore 128 Gb Memória E 4 Ram",52.0,"999,00",https://www.americanas.com.br/produto/1764303141?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fbc2349762ff367198805f0&buyboxToken=smartbuybox-acom-v2-76ba7e55-3abd-48f0-a25f-d326c7002f3d-2021-10-12 17:17:39-0300
Smartphone Xiaomi Redmi 9t 64gb 4gb Ram Dual Sim,1.0,"1.485,00",https://www.americanas.com.br/produto/3163641890?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6129595109c351890d3fb681
Smartphone Motorola Moto G30 Dark Prism 128GB 4GB ram Tela de 6.5 Câmera Quádrupla + Selfie 13MP Android 11 e Processador Qualcomm 662 Octa-Core,0.0,"1.802,80",https://www.americanas.com.br/produto/3848311261?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613227bc09c351890d5b9cd0&buyboxToken=smartbuybox-acom-v2-10683157-22f0-424f-837e-1de35d71279f-2021-10-12 17:17:39-0300
Smartphone Samsung Galaxy A32 5G 65 128Gb - 4Gb - Violeta,0.0,"2.699,90",https://www.americanas.com.br/produto/3379984015?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60bf858352131c3c817b1ee6
Celular redmi9i modelo 9i dual sim c/ 64gb de capacidade e 4gb Ram bateria de 5000mah cor Sea blue Versão Global,1.0,"1.199,00",https://www.americanas.com.br/produto/3181171406?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=607a30190c07044266479cb4
Smartphone Caterpillar Catphone Cat S61 Dual 4gb Ram 64gb,0.0,"4.357,70",https://www.americanas.com.br/produto/3637598353?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6128e75f09c351890d183504
Smartphone Realme 7 Pro Mirror 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 8GB RAM Câmera Tripla + Selfie 32MP - Blue,2.0,"1.905,57",https://www.americanas.com.br/produto/3181027914?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6086f5920c070442668660e9&buyboxToken=smartbuybox-acom-v2-79c20950-a4cf-4771-b198-f9cf3562a34a-2021-10-12 17:17:39-0300
Smartphone Xiaomi Redmi Note 10 6GB ram 128GB Versão Global - Cinza,0.0,"1.971,00",https://www.americanas.com.br/produto/3513038231?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610192d952131c3c81f220f7
Smartphone Tecno camon 16 (128GB / 6GB ram),5.0,"1.499,00",https://www.americanas.com.br/produto/2892484986?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60248d100c07044266d0e9bf
"Smartphone Positivo Twist 3 Pro s533 32GB Dual Chip Android Tela 5,7"" Quad Core de 1,3 GHz Câmera Traseira 8MP - Grafite",31.0,"511,49",https://www.americanas.com.br/produto/1450173865?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e3438881729c3bbf19a79a9&buyboxToken=smartbuybox-acom-v2-22f907b3-febd-43d5-afea-5be55318859e-2021-10-12 17:17:39-0300
"Smartphone Xiaomi Redmi Note 9, 6,5, 64 gb, Octa-Core, Câmera Quádrupla, Verde",2.0,"1.599,99",https://www.americanas.com.br/produto/3204773460?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6111a312549cd5594fb1cce7&buyboxToken=smartbuybox-acom-v2-57ec6181-2a41-4399-b9ca-163e97404f2b-2021-10-12 17:09:02-0300
Smartphone LG K71 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 32MP - Titânio,1.0,"1.736,10",https://www.americanas.com.br/produto/2268000538?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=600701bb0c070442662e40fe&buyboxToken=smartbuybox-acom-v2-e73f3ca6-e8cf-4c34-bf5a-33e1d4008fc5-2021-10-12 17:17:39-0300
Smartphone Mi 8 Lite Dual sim 64 gb 4 gb ram - Azul,0.0,"1.999,90",https://www.americanas.com.br/produto/3588290221?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f9eff652131c3c814242d4
Celular Positivo Feature Phone P-28-b Dual - 11130489,5.0,"179,00",https://www.americanas.com.br/produto/1416859257?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fc2b71a762ff3671956c31a&buyboxToken=smartbuybox-acom-v2-b120ea44-b0eb-4e81-aaaf-906741d2deaf-2021-10-12 17:17:39-0300
"Smartphone Philco Hit Max Grafite, Tela Infinita 6"", Bateria 4000 Mah, Processador Octacore 128 Gb Memória E 4 Ram",82.0,"985,15",https://www.americanas.com.br/produto/1764303175?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f19e09879bf8430cb6df59b&buyboxToken=smartbuybox-acom-v2-0d736745-4075-4448-922b-cfa8ce9f85df-2021-10-12 17:17:39-0300
Celular Para Idosos Samsung Keystone 2 Dual Sim Antena Rural,8.0,"168,36",https://www.americanas.com.br/produto/1793821449?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60af9e9e52131c3c8102884b&buyboxToken=smartbuybox-acom-v2-610ab446-682c-46ad-a2d9-8aad54aaee2b-2021-10-12 17:17:39-0300
"Smartphone Xiaomi Poco X3 pro Tela 6,67 6GB/128GB Preto",0.0,"2.061,00",https://www.americanas.com.br/produto/3941553918?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61489de809c351890d47bfc8
"Smartphone Nokia C2 Core Tela 5,7 1GB Android 9",0.0,"699,00",https://www.americanas.com.br/produto/3231009361?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60e6fc3952131c3c8133c902&buyboxToken=smartbuybox-acom-v2-5472d9b5-a435-4998-97be-386f73e45939-2021-10-12 17:17:39-0300
Smartphone Positivo Twist 4 Pro 64gb Android 10 4g Preto,0.0,"799,00",https://www.americanas.com.br/produto/3462645276?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f582d352131c3c8180c547&buyboxToken=smartbuybox-acom-v2-2548e57f-3bbd-4898-ad51-00af6ae187f4-2021-10-12 17:17:39-0300
Smartphone Samsung Galaxy S20 fe - 128GB,2.0,"2.458,05",https://www.americanas.com.br/produto/3391481023?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611e506109c351890d5dd58d
Celular motorola V3I,0.0,"520,00",https://www.americanas.com.br/produto/3919726827?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6142872809c351890d5d1075
"Smartphone LG K11+ 32GB  Dual Chip Android 7.0 Tela 5.3"" Octa Core 1.5 Ghz 4G Câmera 13MP - Azul",78.0,"1.019,90",https://www.americanas.com.br/produto/133682501?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5cfa9f36f216c95bdeebf108&buyboxToken=smartbuybox-acom-v2-9af3e23d-ff68-4b0b-8874-4e06cc7099e1-2021-10-12 17:17:39-0300
Usado: Celular iPhone 7 128GB Preto Brilhante Bom,4.0,"1.316,31",https://www.americanas.com.br/produto/39857754?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60aaa0d252131c3c8175938f
Celular Infinity Dual 34gb 1.7'' Mp3 W201 - Preto/vermelho,13.0,"105,00",https://www.americanas.com.br/produto/102912385?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5d7fd161f216c95bde25474d&buyboxToken=smartbuybox-acom-v2-314466cc-6956-4f67-8d57-fa4941ed405b-2021-10-12 17:14:40-0300
"Smartphone Xiaomi Redmi 9c Tela 6,53"" 2gb/32gb",2.0,"1.199,99",https://www.americanas.com.br/produto/2534885341?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fd9212c0c070442661d28e8&buyboxToken=smartbuybox-acom-v2-079ce683-9bab-4033-834d-83ad50e8d3c1-2021-10-12 17:17:39-0300
Usado: Smartphone LG X430BMW K40s Octa Core 2GHz 32GB 3GB ram Dual Chip - Preto - Excelente,0.0,"639,91",https://www.americanas.com.br/produto/2432428001?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9e8b252131c3c812e708f
"Smartphone Samsung Galaxy J2 Core 16GB Dual Chip Android Go 8.1 Tela 5"" Quad-Core 4G Câmera 8MP - Violeta",38.0,"1.500,00",https://www.americanas.com.br/produto/1713879406?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6088d91252131c3c81b2025d&buyboxToken=smartbuybox-acom-v2-9028d19b-34f7-46c1-a95f-1958ff1d6176-2021-10-12 17:17:39-0300
Smartphone TCL 20SE Preto Tela 6.82'' Dual 4G 128GB + 4GB Ram Octa-Core Câmera Quadrupla,1.0,"1.999,00",https://www.americanas.com.br/produto/3439164896?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d09a5852131c3c8191ae8a
Smartphone Samsung A32 128GB 4G Tela 6.4 Câmera Quádrupla 64MP Selfie 20MP Dual Chip Android 11.0,0.0,"1.729,90",https://www.americanas.com.br/produto/3119893328?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613947a009c351890dadf93e&buyboxToken=smartbuybox-acom-v2-fa43abf2-8aa0-4896-9bf5-8cee2b2a0e36-2021-10-12 17:17:39-0300
Smartphone Xiaomi Redmi Note 10 5G 6GB ram 128GB Versão Global,0.0,"1.971,00",https://www.americanas.com.br/produto/4031170512?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154ad7909c351890d3aca3e
Celular Para Idoso Vita 3 Multilaser P9048 Mp3 Radio Fm Novo,40.0,"165,99",https://www.americanas.com.br/produto/1497210441?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e4a90ee79bf8430cbc62e62&buyboxToken=smartbuybox-acom-v2-2619aa4b-bd6e-4dcc-841a-33edd7c6e298-2021-10-12 17:17:39-0300
Reembalado: Smartphone Motorola Moto G7 Plus Rubi XT1965 64GB Dual Chip Azul - Excelente,0.0,"1.080,54",https://www.americanas.com.br/produto/2745645680?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611ee46309c351890d7f67c4
Celular Dual Chip Alcatel 5033J Android Oreo Versão Go 8GB Câmera 8MP 4G   - Preto,60.0,"530,00",https://www.americanas.com.br/produto/134477701?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e8369be79bf8430cb3fcea3
Frontal Do Celular Moto G6 Play Xt1922,0.0,"559,90",https://www.americanas.com.br/produto/3405314294?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60c83d1852131c3c81f4406f
Smartphone Positivo Q20 - Branco,0.0,"999,00",https://www.americanas.com.br/produto/3318976812?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60edf92852131c3c81be267f&buyboxToken=smartbuybox-acom-v2-f886753f-5a17-4dfc-a700-8276f74c1b0b-2021-10-12 17:17:39-0300
Celular Q20 128GB 4GB ram Tela 6.1 Polegadas Câmera Tripla 13MP Wide 5MP Ultrawide 2MP Positivo,0.0,"915,10",https://www.americanas.com.br/produto/3752478058?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61391e6e09c351890d4ccc35&buyboxToken=smartbuybox-acom-v2-bcbc2c79-5d9b-4aa7-8d4c-68c1f083b7d8-2021-10-12 17:17:39-0300
"Smartphone Nokia 5.4 128GB 4GB RAM Câmera Quádrupla 48.0MP Tela 6,39"" - Azul",4.0,"1.549,00",https://www.americanas.com.br/produto/3347801317?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b53a5d52131c3c815d1def&buyboxToken=smartbuybox-acom-v2-1906d2cf-3d4c-4a7b-b846-3df695864cb9-2021-10-12 17:17:39-0300
Celular LG G360 Design Flip Dual Sim Tela 3.0'' Preto,14.0,"262,90",https://www.americanas.com.br/produto/2467380596?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fa1ae5ac5c9bbe5fcd3a100&buyboxToken=smartbuybox-acom-v2-6dfa1f5f-b4c2-432c-8fe4-622c2341dfc5-2021-10-12 17:17:39-0300
Smartphone Positivo Twist Mini S-431 Dual Chip Android 8 Tela 4 8gb 3g Câmera 5mp Bivolt,5.0,"349,00",https://www.americanas.com.br/produto/1450484348?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ea9e39179bf8430cb68dc2d&buyboxToken=smartbuybox-acom-v2-b93db9b8-8152-4d38-8305-184e5b1e1534-2021-10-12 17:17:39-0300
Smartphone Samsung A32 128GB 4G Tela 6.4 Câmera Quádrupla 64MP Selfie 20MP Dual Chip Android 11.0,1.0,"1.496,70",https://www.americanas.com.br/produto/3119367213?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606c3b290c07044266ba34fb
Smartphone Samsung Galaxy A01 Android 10.0 Tela 5.7 Octa-Core 32GB 4G Câmera 13MP - Vermelho,1.0,"749,00",https://www.americanas.com.br/produto/3924376999?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6143839209c351890d437bfa
Usado: Celular Samsung Galaxy A80 128GB Preto Bom - Trocafone,0.0,"1.349,10",https://www.americanas.com.br/produto/2429731834?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610c040a52131c3c81a8be15
Celular redmi9i modelo 9i dual sim c/ 64gb de capacidade e 4gb Ram bateria de 5000mah cor verde Versão Global,1.0,"1.099,99",https://www.americanas.com.br/produto/3181210065?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61171e8a549cd5594f6e4285&buyboxToken=smartbuybox-acom-v2-8c440da7-7fb9-4f63-a9cf-c560b2c6a624-2021-10-12 17:17:39-0300
Celular Fácil de Usar c/Teclas Grandes e Botão s. o. s. Flip Vita Azul multilaser,12.0,"219,89",https://www.americanas.com.br/produto/1521830245?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613b73c309c351890d179c46&buyboxToken=smartbuybox-acom-v2-a47f15b0-01fd-4b0d-8195-65fac8485275-2021-10-12 17:17:39-0300
Smartphone Philco Hit Max PCS02RG 128GB 4G Wi-Fi Tela 6'' Dual Chip 4GB RAM Câmera Dupla + Selfie 8MP - Rose Gold,1.0,"809,10",https://www.americanas.com.br/produto/3534332464?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611bce6209c351890dfb2210
"Smartphone Xiaomi Redmi Note 10S 64GB, 6GB ram, Tela de 6.43, Câmera Traseira Quádrupla, Android 11- Branco",0.0,"1.709,91",https://www.americanas.com.br/produto/3924558055?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61438a6c09c351890d6dced7
Smartphone Nubia Red Magic 6 5G 128gb 12gb Ram Tela 6.8 pol,0.0,"6.056,65",https://www.americanas.com.br/produto/3923219570?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6143593709c351890d4b937c
Celular Multilaser Vita Flip Dual - P902,1.0,"167,04",https://www.americanas.com.br/produto/2588959465?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61557e4209c351890da80479&buyboxToken=smartbuybox-acom-v2-67d2b523-e371-4392-8617-2cfba481bfaf-2021-10-12 17:17:39-0300
Smartphone Samsung Galaxy Xcover Pro 64GB 4G Wi-Fi Tela 6.3'' 4GB RAM Câmera Dupla + Selfie 13MP - Preto,18.0,"2.138,93",https://www.americanas.com.br/produto/2098826715?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61254e8109c351890d474cca&buyboxToken=smartbuybox-acom-v2-2b78b43e-50c3-4565-8df6-14f224182b73-2021-10-12 17:17:39-0300
"Smartphone LG K8+ 16GB Dual Chip Android 7.0 Pie Tela 5.4"" 4G Câmera 8MP - Preto",75.0,"899,00",https://www.americanas.com.br/produto/1774768099?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ef0b2b979bf8430cb14fd6c
Celular Samsung SM-B310E para idoso Radio Fm Dual Sim Desbloqueado 2 chips,7.0,"229,90",https://www.americanas.com.br/produto/2867414505?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6112b483549cd5594facaa2d&buyboxToken=smartbuybox-acom-v2-27efdc34-1860-4a5c-9a32-0f815f9c4fe1-2021-10-12 17:17:39-0300
Smartphone Positivo Twist 2fit (S509) 8GB Dual Chip Android 8.1 Go Tela 5” SC7731 3G Câmera 5MP - Cinza,10.0,"469,90",https://www.americanas.com.br/produto/134411260?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5dba2da40b100146c47b38d3&buyboxToken=smartbuybox-acom-v2-c4173524-4d4f-4251-ad34-1511dd949a1a-2021-10-12 17:17:39-0300
"Smartphone Poco X3 nfc Tela 6,67 6GB/128GB",3.0,"2.959,99",https://www.americanas.com.br/produto/2486438861?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fa470c8c5c9bbe5fc9fd4a0&buyboxToken=smartbuybox-acom-v2-6536be1a-4936-4db8-ba78-d5d056305ecb-2021-10-12 17:17:39-0300
"Smartphone Positivo Twist 4 Memória 64GB + 1GB ram Dual Chip Android10 Tela 5.5 Quad-Core 1,3 GHz 3G Camera Traseira 8M",0.0,"549,00",https://www.americanas.com.br/produto/3806492702?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6127f23109c351890d4b2f51
"Smartphone Multilaser E Lite 3G Dourado 32GB 4.0"" 5MP 8.1",0.0,"437,15",https://www.americanas.com.br/produto/1983758671?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60be348852131c3c819170fd&buyboxToken=smartbuybox-acom-v2-307ea10e-fa7d-4499-9a82-cfe24cdfb8aa-2021-10-12 17:17:39-0300
"Celular Asus Zenfone Live L2 Dourado Rose 32GB 2GB RAM Tela 5.5"" OctaCore Câmera 13MP",22.0,"1.598,00",https://www.americanas.com.br/produto/1536997398?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f119c9f79bf8430cb6bb075
Smartphone R e d m i Note 8 4RAM 64GB Tela 6.3 lte Dual Preto,4.0,"1.919,99",https://www.americanas.com.br/produto/1800254578?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fc5480c762ff367192156f3&buyboxToken=smartbuybox-acom-v2-091e7abf-175b-4e00-a7a7-7c81319344b9-2021-10-12 17:17:39-0300
Celular Para Idosos Samsung Sm-b350e Bluetooth Camera,4.0,"274,90",https://www.americanas.com.br/produto/2663495681?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fdcda2b0c07044266d84556
Celular Multilaser Vita Flip Dual - P902,0.0,"229,00",https://www.americanas.com.br/produto/3506537083?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6104515652131c3c81e49bec&buyboxToken=smartbuybox-acom-v2-af673c49-870d-4b4e-bf50-d4c2319cf08f-2021-10-12 17:17:39-0300
Smartphone Samsung Galaxy S20 Fe 256GB 4G Wi-Fi Tela 6.5'' Dual Chip 8GB RAM Câmera Tripla + Selfie 32MP - Cloud Mint,20.0,"2.679,10",https://www.americanas.com.br/produto/3234385433?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a25e7952131c3c8106f8d0&buyboxToken=smartbuybox-acom-v2-333de9fe-04e8-4356-9ffd-94234d03a40f-2021-10-12 17:17:39-0300
"Smartphone LG K8 Dual Chip Android Tela 5"" Quadcore 16GB 4G Wi-Fi Câmera 13MP - Indigo",23.0,"1.049,40",https://www.americanas.com.br/produto/131475778?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e2f54b91729c3bbf11ec954
